task_1,task_2,task_3,task,cycle,average_learning_accuracy,average_accuracy,average_forgetting
78.874,0.0,0.0,0,0,26.29133333333333,78.874,0.0
92.518,0.0,0.0,0,1,30.839333333333332,92.518,-13.644000000000005
95.248,0.0,0.0,0,2,31.749333333333336,95.248,-2.730000000000004
96.58,0.0,0.0,0,3,32.193333333333335,96.58,-1.3319999999999936
96.27000000000001,0.0,0.0,0,4,32.09,96.27000000000001,0.30999999999998806
86.752,87.13,0.0,1,0,57.96066666666667,86.941,9.828000000000003
84.962,93.822,0.0,1,1,59.59466666666666,89.392,2.462999999999994
72.606,95.64200000000001,0.0,1,2,56.08266666666666,84.124,11.076999999999998
77.0,96.02000000000001,0.0,1,3,57.67333333333334,86.51,9.600999999999999
71.72200000000001,96.114,0.0,1,4,55.94533333333334,83.918,12.381999999999998
59.022000000000006,84.03,87.018,2,0,76.69000000000001,76.69000000000001,24.820999999999998
62.36600000000001,74.676,91.024,2,1,76.022,76.022,17.21533333333333
65.01,77.39,92.08599999999998,2,2,78.16199999999999,78.16199999999999,16.41066666666667
55.24400000000001,81.474,91.796,2,3,76.17133333333334,76.17133333333334,18.755333333333322
56.705999999999996,82.568,92.104,2,4,77.12599999999999,77.12599999999999,17.800666666666665
